Request id,Pickup point,Drop Point,Driver id,Status,Request Date,Request Time,Request Time of Day,Request Day,Drop Date,Drop Time,Drop Day
6390,Airport,City,96,Cancelled,15-07-2016,19:19:00,Evening,Friday,NA,NA,NA
1231,City,Aiport,97,Cancelled,11-07-2016,21:34:00,Night,Monday,NA,NA,NA
1589,City,Aiport,97,Cancelled,12-07-2016,06:35:00,Morning,Tuesday,NA,NA,NA
1815,City,Aiport,97,Cancelled,12-07-2016,09:20:00,Morning,Tuesday,NA,NA,NA
5678,City,Aiport,97,Cancelled,15-07-2016,07:09:00,Morning,Friday,NA,NA,NA
239,City,Aiport,98,Cancelled,11-07-2016,06:25:00,Morning,Monday,NA,NA,NA
551,City,Aiport,98,Cancelled,11-07-2016,10:10:00,Morning,Monday,NA,NA,NA
2097,Airport,City,98,Cancelled,12-07-2016,16:03:00,Evening,Tuesday,NA,NA,NA
2613,Airport,City,98,Cancelled,12-07-2016,22:06:00,Night,Tuesday,NA,NA,NA
5497,City,Aiport,98,Cancelled,15-07-2016,05:00:00,Early Morning,Friday,NA,NA,NA
5668,City,Aiport,98,Cancelled,15-07-2016,07:06:00,Morning,Friday,NA,NA,NA
482,City,Aiport,99,Cancelled,11-07-2016,09:25:00,Morning,Monday,NA,NA,NA
544,City,Aiport,99,Cancelled,11-07-2016,10:07:00,Morning,Monday,NA,NA,NA
1227,Airport,City,99,Cancelled,11-07-2016,21:32:00,Night,Monday,NA,NA,NA
1489,City,Aiport,99,Cancelled,12-07-2016,05:21:00,Early Morning,Tuesday,NA,NA,NA
2588,Airport,City,99,Cancelled,12-07-2016,21:45:00,Night,Tuesday,NA,NA,NA
3152,City,Aiport,99,Cancelled,13-07-2016,08:57:00,Morning,Wednesday,NA,NA,NA
5853,City,Aiport,99,Cancelled,15-07-2016,09:10:00,Morning,Friday,NA,NA,NA
2933,City,Aiport,100,Cancelled,13-07-2016,06:26:00,Morning,Wednesday,NA,NA,NA
5543,City,Aiport,100,Cancelled,15-07-2016,05:30:00,Early Morning,Friday,NA,NA,NA
1356,City,Aiport,101,Cancelled,11-07-2016,23:42:00,Night,Monday,NA,NA,NA
1403,City,Aiport,101,Cancelled,12-07-2016,02:39:00,Early Morning,Tuesday,NA,NA,NA
2459,Airport,City,101,Cancelled,12-07-2016,20:30:00,Evening,Tuesday,NA,NA,NA
3023,City,Aiport,101,Cancelled,13-07-2016,07:27:00,Morning,Wednesday,NA,NA,NA
4444,City,Aiport,101,Cancelled,14-07-2016,08:28:00,Morning,Thursday,NA,NA,NA
1733,City,Aiport,102,Cancelled,12-07-2016,08:23:00,Morning,Tuesday,NA,NA,NA
1937,Airport,City,102,Cancelled,12-07-2016,11:26:00,Morning,Tuesday,NA,NA,NA
5614,City,Aiport,102,Cancelled,15-07-2016,06:14:00,Morning,Friday,NA,NA,NA
5718,City,Aiport,102,Cancelled,15-07-2016,07:39:00,Morning,Friday,NA,NA,NA
334,City,Aiport,103,Cancelled,11-07-2016,07:40:00,Morning,Monday,NA,NA,NA
1107,City,Aiport,103,Cancelled,11-07-2016,20:14:00,Evening,Monday,NA,NA,NA
3033,City,Aiport,103,Cancelled,13-07-2016,07:35:00,Morning,Wednesday,NA,NA,NA
3099,City,Aiport,103,Cancelled,13-07-2016,08:22:00,Morning,Wednesday,NA,NA,NA
4302,City,Aiport,103,Cancelled,14-07-2016,06:48:00,Morning,Thursday,NA,NA,NA
4829,City,Aiport,103,Cancelled,14-07-2016,17:25:00,Evening,Thursday,NA,NA,NA
5854,Airport,City,103,Cancelled,15-07-2016,09:09:00,Morning,Friday,NA,NA,NA
427,City,Aiport,104,Cancelled,11-07-2016,08:48:00,Morning,Monday,NA,NA,NA
852,Airport,City,104,Cancelled,11-07-2016,17:48:00,Evening,Monday,NA,NA,NA
1931,City,Aiport,104,Cancelled,12-07-2016,11:13:00,Morning,Tuesday,NA,NA,NA
3292,Airport,City,104,Cancelled,13-07-2016,11:18:00,Morning,Wednesday,NA,NA,NA
5154,Airport,City,104,Cancelled,14-07-2016,20:19:00,Evening,Thursday,NA,NA,NA
5627,City,Aiport,104,Cancelled,15-07-2016,06:34:00,Morning,Friday,NA,NA,NA
5751,City,Aiport,104,Cancelled,15-07-2016,08:03:00,Morning,Friday,NA,NA,NA
308,City,Aiport,105,Cancelled,11-07-2016,07:22:00,Morning,Monday,NA,NA,NA
2890,City,Aiport,105,Cancelled,13-07-2016,05:55:00,Early Morning,Wednesday,NA,NA,NA
4245,City,Aiport,105,Cancelled,14-07-2016,05:58:00,Early Morning,Thursday,NA,NA,NA
4423,City,Aiport,105,Cancelled,14-07-2016,08:18:00,Morning,Thursday,NA,NA,NA
212,City,Aiport,106,Cancelled,11-07-2016,06:09:00,Morning,Monday,NA,NA,NA
3034,City,Aiport,106,Cancelled,13-07-2016,07:39:00,Morning,Wednesday,NA,NA,NA
6669,City,Aiport,106,Cancelled,15-07-2016,22:12:00,Night,Friday,NA,NA,NA
252,City,Aiport,107,Cancelled,11-07-2016,06:36:00,Morning,Monday,NA,NA,NA
391,City,Aiport,107,Cancelled,11-07-2016,08:24:00,Morning,Monday,NA,NA,NA
412,City,Aiport,107,Cancelled,11-07-2016,08:37:00,Morning,Monday,NA,NA,NA
5709,City,Aiport,107,Cancelled,15-07-2016,07:44:00,Morning,Friday,NA,NA,NA
6300,Airport,City,107,Cancelled,15-07-2016,18:20:00,Evening,Friday,NA,NA,NA
381,City,Aiport,108,Cancelled,11-07-2016,08:16:00,Morning,Monday,NA,NA,NA
3030,City,Aiport,108,Cancelled,13-07-2016,07:32:00,Morning,Wednesday,NA,NA,NA
3671,Airport,City,108,Cancelled,13-07-2016,19:28:00,Evening,Wednesday,NA,NA,NA
4186,City,Aiport,108,Cancelled,14-07-2016,05:24:00,Early Morning,Thursday,NA,NA,NA
4281,City,Aiport,108,Cancelled,14-07-2016,06:23:00,Morning,Thursday,NA,NA,NA
1864,City,Aiport,109,Cancelled,12-07-2016,09:54:00,Morning,Tuesday,NA,NA,NA
2073,City,Aiport,109,Cancelled,12-07-2016,15:27:00,Afternoon,Tuesday,NA,NA,NA
3113,City,Aiport,109,Cancelled,13-07-2016,08:36:00,Morning,Wednesday,NA,NA,NA
4885,City,Aiport,109,Cancelled,14-07-2016,17:56:00,Evening,Thursday,NA,NA,NA
326,City,Aiport,110,Cancelled,11-07-2016,07:33:00,Morning,Monday,NA,NA,NA
1401,City,Aiport,110,Cancelled,12-07-2016,02:42:00,Early Morning,Tuesday,NA,NA,NA
2792,City,Aiport,110,Cancelled,13-07-2016,04:58:00,Early Morning,Wednesday,NA,NA,NA
149,City,Aiport,111,Cancelled,11-07-2016,05:29:00,Early Morning,Monday,NA,NA,NA
368,City,Aiport,111,Cancelled,11-07-2016,08:06:00,Morning,Monday,NA,NA,NA
1927,City,Aiport,111,Cancelled,12-07-2016,11:08:00,Morning,Tuesday,NA,NA,NA
2068,Airport,City,112,Cancelled,12-07-2016,15:13:00,Afternoon,Tuesday,NA,NA,NA
2396,Airport,City,112,Cancelled,12-07-2016,19:52:00,Evening,Tuesday,NA,NA,NA
4890,City,Aiport,112,Cancelled,14-07-2016,17:55:00,Evening,Thursday,NA,NA,NA
2117,City,Aiport,113,Cancelled,12-07-2016,16:33:00,Evening,Tuesday,NA,NA,NA
2780,City,Aiport,113,Cancelled,13-07-2016,04:43:00,Early Morning,Wednesday,NA,NA,NA
4863,Airport,City,113,Cancelled,14-07-2016,17:40:00,Evening,Thursday,NA,NA,NA
5782,City,Aiport,113,Cancelled,15-07-2016,08:35:00,Morning,Friday,NA,NA,NA
188,City,Aiport,114,Cancelled,11-07-2016,05:54:00,Early Morning,Monday,NA,NA,NA
1699,City,Aiport,114,Cancelled,12-07-2016,08:02:00,Morning,Tuesday,NA,NA,NA
3043,City,Aiport,114,Cancelled,13-07-2016,07:42:00,Morning,Wednesday,NA,NA,NA
3818,Airport,City,114,Cancelled,13-07-2016,21:06:00,Night,Wednesday,NA,NA,NA
4187,City,Aiport,114,Cancelled,14-07-2016,05:27:00,Early Morning,Thursday,NA,NA,NA
4381,City,Aiport,114,Cancelled,14-07-2016,07:45:00,Morning,Thursday,NA,NA,NA
4530,City,Aiport,114,Cancelled,14-07-2016,09:33:00,Morning,Thursday,NA,NA,NA
4774,Airport,City,114,Cancelled,14-07-2016,15:59:00,Afternoon,Thursday,NA,NA,NA
5423,City,Aiport,114,Cancelled,15-07-2016,02:11:00,Early Morning,Friday,NA,NA,NA
4011,City,Aiport,115,Cancelled,13-07-2016,23:45:00,Night,Wednesday,NA,NA,NA
4556,City,Aiport,115,Cancelled,14-07-2016,09:40:00,Morning,Thursday,NA,NA,NA
354,City,Aiport,116,Cancelled,11-07-2016,07:59:00,Morning,Monday,NA,NA,NA
1618,City,Aiport,116,Cancelled,12-07-2016,06:52:00,Morning,Tuesday,NA,NA,NA
3019,City,Aiport,117,Cancelled,13-07-2016,07:25:00,Morning,Wednesday,NA,NA,NA
5469,City,Aiport,117,Cancelled,15-07-2016,04:42:00,Early Morning,Friday,NA,NA,NA
5731,City,Aiport,117,Cancelled,15-07-2016,07:47:00,Morning,Friday,NA,NA,NA
5839,City,Aiport,117,Cancelled,15-07-2016,08:57:00,Morning,Friday,NA,NA,NA
1660,City,Aiport,118,Cancelled,12-07-2016,07:26:00,Morning,Tuesday,NA,NA,NA
3146,City,Aiport,118,Cancelled,13-07-2016,08:56:00,Morning,Wednesday,NA,NA,NA
174,Airport,City,119,Cancelled,11-07-2016,05:44:00,Early Morning,Monday,NA,NA,NA
321,City,Aiport,119,Cancelled,11-07-2016,07:30:00,Morning,Monday,NA,NA,NA
2973,City,Aiport,119,Cancelled,13-07-2016,06:57:00,Morning,Wednesday,NA,NA,NA
5691,City,Aiport,119,Cancelled,15-07-2016,07:26:00,Morning,Friday,NA,NA,NA
5748,City,Aiport,119,Cancelled,15-07-2016,07:57:00,Morning,Friday,NA,NA,NA
404,City,Aiport,120,Cancelled,11-07-2016,08:39:00,Morning,Monday,NA,NA,NA
2474,Airport,City,120,Cancelled,12-07-2016,20:35:00,Evening,Tuesday,NA,NA,NA
4374,City,Aiport,120,Cancelled,14-07-2016,07:35:00,Morning,Thursday,NA,NA,NA
4461,City,Aiport,120,Cancelled,14-07-2016,08:36:00,Morning,Thursday,NA,NA,NA
4731,City,Aiport,120,Cancelled,14-07-2016,14:09:00,Afternoon,Thursday,NA,NA,NA
5798,City,Aiport,120,Cancelled,15-07-2016,08:40:00,Morning,Friday,NA,NA,NA
3849,City,Aiport,121,Cancelled,13-07-2016,21:36:00,Night,Wednesday,NA,NA,NA
5763,City,Aiport,121,Cancelled,15-07-2016,08:20:00,Morning,Friday,NA,NA,NA
5815,City,Aiport,121,Cancelled,15-07-2016,08:47:00,Morning,Friday,NA,NA,NA
5826,City,Aiport,121,Cancelled,15-07-2016,08:50:00,Morning,Friday,NA,NA,NA
3782,City,Aiport,122,Cancelled,13-07-2016,20:45:00,Evening,Wednesday,NA,NA,NA
4630,City,Aiport,122,Cancelled,14-07-2016,11:17:00,Morning,Thursday,NA,NA,NA
437,City,Aiport,123,Cancelled,11-07-2016,08:59:00,Morning,Monday,NA,NA,NA
122,City,Aiport,124,Cancelled,11-07-2016,05:14:00,Early Morning,Monday,NA,NA,NA
4487,City,Aiport,124,Cancelled,14-07-2016,08:53:00,Morning,Thursday,NA,NA,NA
5551,City,Aiport,124,Cancelled,15-07-2016,05:30:00,Early Morning,Friday,NA,NA,NA
2927,City,Aiport,125,Cancelled,13-07-2016,06:19:00,Morning,Wednesday,NA,NA,NA
3176,City,Aiport,125,Cancelled,13-07-2016,09:10:00,Morning,Wednesday,NA,NA,NA
3253,City,Aiport,125,Cancelled,13-07-2016,10:19:00,Morning,Wednesday,NA,NA,NA
6759,City,Aiport,125,Cancelled,15-07-2016,23:59:00,Night,Friday,NA,NA,NA
848,Airport,City,126,Cancelled,11-07-2016,17:44:00,Evening,Monday,NA,NA,NA
1674,City,Aiport,126,Cancelled,12-07-2016,07:47:00,Morning,Tuesday,NA,NA,NA
3159,City,Aiport,126,Cancelled,13-07-2016,09:11:00,Morning,Wednesday,NA,NA,NA
3208,City,Aiport,126,Cancelled,13-07-2016,09:45:00,Morning,Wednesday,NA,NA,NA
2803,City,Aiport,127,Cancelled,13-07-2016,04:58:00,Early Morning,Wednesday,NA,NA,NA
3232,Airport,City,127,Cancelled,13-07-2016,10:02:00,Morning,Wednesday,NA,NA,NA
4271,City,Aiport,127,Cancelled,14-07-2016,06:13:00,Morning,Thursday,NA,NA,NA
5591,City,Aiport,127,Cancelled,15-07-2016,05:58:00,Early Morning,Friday,NA,NA,NA
549,City,Aiport,128,Cancelled,11-07-2016,10:04:00,Morning,Monday,NA,NA,NA
1776,Airport,City,128,Cancelled,12-07-2016,09:02:00,Morning,Tuesday,NA,NA,NA
2910,City,Aiport,128,Cancelled,13-07-2016,06:12:00,Morning,Wednesday,NA,NA,NA
492,City,Aiport,129,Cancelled,11-07-2016,09:32:00,Morning,Monday,NA,NA,NA
963,Airport,City,129,Cancelled,11-07-2016,18:44:00,Evening,Monday,NA,NA,NA
1505,City,Aiport,129,Cancelled,12-07-2016,05:39:00,Early Morning,Tuesday,NA,NA,NA
2923,City,Aiport,129,Cancelled,13-07-2016,06:23:00,Morning,Wednesday,NA,NA,NA
4396,City,Aiport,129,Cancelled,14-07-2016,07:55:00,Morning,Thursday,NA,NA,NA
5639,City,Aiport,129,Cancelled,15-07-2016,06:44:00,Morning,Friday,NA,NA,NA
6348,Airport,City,129,Cancelled,15-07-2016,18:50:00,Evening,Friday,NA,NA,NA
253,City,Aiport,130,Cancelled,11-07-2016,06:43:00,Morning,Monday,NA,NA,NA
379,City,Aiport,130,Cancelled,11-07-2016,08:18:00,Morning,Monday,NA,NA,NA
463,City,Aiport,130,Cancelled,11-07-2016,09:12:00,Morning,Monday,NA,NA,NA
1848,City,Aiport,130,Cancelled,12-07-2016,09:41:00,Morning,Tuesday,NA,NA,NA
2897,City,Aiport,130,Cancelled,13-07-2016,06:00:00,Night,Wednesday,NA,NA,NA
6398,Airport,City,130,Cancelled,15-07-2016,19:23:00,Evening,Friday,NA,NA,NA
229,City,Aiport,131,Cancelled,11-07-2016,06:23:00,Morning,Monday,NA,NA,NA
1683,City,Aiport,131,Cancelled,12-07-2016,07:57:00,Morning,Tuesday,NA,NA,NA
1728,City,Aiport,131,Cancelled,12-07-2016,08:20:00,Morning,Tuesday,NA,NA,NA
1777,City,Aiport,131,Cancelled,12-07-2016,08:58:00,Morning,Tuesday,NA,NA,NA
1868,City,Aiport,131,Cancelled,12-07-2016,09:59:00,Morning,Tuesday,NA,NA,NA
2801,City,Aiport,131,Cancelled,13-07-2016,04:57:00,Early Morning,Wednesday,NA,NA,NA
2920,City,Aiport,131,Cancelled,13-07-2016,06:22:00,Morning,Wednesday,NA,NA,NA
5849,City,Aiport,131,Cancelled,15-07-2016,09:09:00,Morning,Friday,NA,NA,NA
1738,City,Aiport,132,Cancelled,12-07-2016,08:26:00,Morning,Tuesday,NA,NA,NA
3107,City,Aiport,132,Cancelled,13-07-2016,08:28:00,Morning,Wednesday,NA,NA,NA
3359,Airport,City,132,Cancelled,13-07-2016,13:29:00,Afternoon,Wednesday,NA,NA,NA
4021,City,Aiport,132,Cancelled,13-07-2016,23:56:00,Night,Wednesday,NA,NA,NA
4163,Airport,City,132,Cancelled,14-07-2016,05:08:00,Early Morning,Thursday,NA,NA,NA
4314,City,Aiport,133,Cancelled,14-07-2016,06:51:00,Morning,Thursday,NA,NA,NA
5116,City,Aiport,133,Cancelled,14-07-2016,20:08:00,Evening,Thursday,NA,NA,NA
1114,Airport,City,134,Cancelled,11-07-2016,20:19:00,Evening,Monday,NA,NA,NA
5221,Airport,City,134,Cancelled,14-07-2016,21:01:00,Night,Thursday,NA,NA,NA
5643,City,Aiport,134,Cancelled,15-07-2016,06:50:00,Morning,Friday,NA,NA,NA
1742,City,Aiport,135,Cancelled,12-07-2016,08:30:00,Morning,Tuesday,NA,NA,NA
1979,Airport,City,135,Cancelled,12-07-2016,12:25:00,Afternoon,Tuesday,NA,NA,NA
2860,City,Aiport,135,Cancelled,13-07-2016,05:41:00,Early Morning,Wednesday,NA,NA,NA
3206,City,Aiport,135,Cancelled,13-07-2016,09:41:00,Morning,Wednesday,NA,NA,NA
5475,City,Aiport,135,Cancelled,15-07-2016,04:49:00,Early Morning,Friday,NA,NA,NA
5710,City,Aiport,135,Cancelled,15-07-2016,07:38:00,Morning,Friday,NA,NA,NA
1555,Airport,City,136,Cancelled,12-07-2016,06:10:00,Morning,Tuesday,NA,NA,NA
2672,City,Aiport,136,Cancelled,12-07-2016,23:41:00,Night,Tuesday,NA,NA,NA
3697,Airport,City,136,Cancelled,13-07-2016,19:49:00,Evening,Wednesday,NA,NA,NA
4928,Airport,City,136,Cancelled,14-07-2016,18:16:00,Evening,Thursday,NA,NA,NA
5663,City,Aiport,136,Cancelled,15-07-2016,07:02:00,Morning,Friday,NA,NA,NA
164,City,Aiport,137,Cancelled,11-07-2016,05:40:00,Early Morning,Monday,NA,NA,NA
2985,City,Aiport,137,Cancelled,13-07-2016,07:05:00,Morning,Wednesday,NA,NA,NA
3248,City,Aiport,137,Cancelled,13-07-2016,10:17:00,Morning,Wednesday,NA,NA,NA
3794,City,Aiport,137,Cancelled,13-07-2016,20:54:00,Evening,Wednesday,NA,NA,NA
4834,Airport,City,137,Cancelled,14-07-2016,17:29:00,Evening,Thursday,NA,NA,NA
5517,City,Aiport,137,Cancelled,15-07-2016,05:11:00,Early Morning,Friday,NA,NA,NA
466,City,Aiport,138,Cancelled,11-07-2016,09:14:00,Morning,Monday,NA,NA,NA
1678,City,Aiport,138,Cancelled,12-07-2016,07:39:00,Morning,Tuesday,NA,NA,NA
1801,City,Aiport,138,Cancelled,12-07-2016,09:18:00,Morning,Tuesday,NA,NA,NA
1819,City,Aiport,138,Cancelled,12-07-2016,09:25:00,Morning,Tuesday,NA,NA,NA
3020,City,Aiport,138,Cancelled,13-07-2016,07:30:00,Morning,Wednesday,NA,NA,NA
3169,Airport,City,138,Cancelled,13-07-2016,09:13:00,Morning,Wednesday,NA,NA,NA
3495,Airport,City,138,Cancelled,13-07-2016,17:32:00,Evening,Wednesday,NA,NA,NA
4365,City,Aiport,138,Cancelled,14-07-2016,07:28:00,Morning,Thursday,NA,NA,NA
4562,City,Aiport,138,Cancelled,14-07-2016,09:48:00,Morning,Thursday,NA,NA,NA
1697,City,Aiport,139,Cancelled,12-07-2016,07:59:00,Morning,Tuesday,NA,NA,NA
1853,City,Aiport,139,Cancelled,12-07-2016,09:51:00,Morning,Tuesday,NA,NA,NA
2848,City,Aiport,139,Cancelled,13-07-2016,05:36:00,Early Morning,Wednesday,NA,NA,NA
4327,City,Aiport,139,Cancelled,14-07-2016,07:07:00,Morning,Thursday,NA,NA,NA
4345,City,Aiport,139,Cancelled,14-07-2016,07:22:00,Morning,Thursday,NA,NA,NA
4802,City,Aiport,139,Cancelled,14-07-2016,17:07:00,Evening,Thursday,NA,NA,NA
1955,Airport,City,140,Cancelled,12-07-2016,11:47:00,Morning,Tuesday,NA,NA,NA
3840,Airport,City,140,Cancelled,13-07-2016,21:33:00,Night,Wednesday,NA,NA,NA
4183,City,Aiport,140,Cancelled,14-07-2016,05:20:00,Early Morning,Thursday,NA,NA,NA
4465,City,Aiport,140,Cancelled,14-07-2016,08:39:00,Morning,Thursday,NA,NA,NA
1795,City,Aiport,141,Cancelled,12-07-2016,09:03:00,Morning,Tuesday,NA,NA,NA
2049,Airport,City,141,Cancelled,12-07-2016,14:45:00,Afternoon,Tuesday,NA,NA,NA
2811,City,Aiport,141,Cancelled,13-07-2016,05:05:00,Early Morning,Wednesday,NA,NA,NA
3171,Airport,City,141,Cancelled,13-07-2016,09:17:00,Morning,Wednesday,NA,NA,NA
4557,City,Aiport,141,Cancelled,14-07-2016,09:42:00,Morning,Thursday,NA,NA,NA
5538,City,Aiport,141,Cancelled,15-07-2016,05:28:00,Early Morning,Friday,NA,NA,NA
556,City,Aiport,142,Cancelled,11-07-2016,10:11:00,Morning,Monday,NA,NA,NA
1854,City,Aiport,142,Cancelled,12-07-2016,09:47:00,Morning,Tuesday,NA,NA,NA
1897,City,Aiport,142,Cancelled,12-07-2016,10:23:00,Morning,Tuesday,NA,NA,NA
2537,City,Aiport,142,Cancelled,12-07-2016,21:13:00,Night,Tuesday,NA,NA,NA
3053,City,Aiport,142,Cancelled,13-07-2016,07:44:00,Morning,Wednesday,NA,NA,NA
3050,City,Aiport,142,Cancelled,13-07-2016,07:48:00,Morning,Wednesday,NA,NA,NA
3110,City,Aiport,142,Cancelled,13-07-2016,08:34:00,Morning,Wednesday,NA,NA,NA
5524,City,Aiport,142,Cancelled,15-07-2016,05:13:00,Early Morning,Friday,NA,NA,NA
5714,City,Aiport,142,Cancelled,15-07-2016,07:33:00,Morning,Friday,NA,NA,NA
5783,City,Aiport,142,Cancelled,15-07-2016,08:30:00,Morning,Friday,NA,NA,NA
1982,City,Aiport,143,Cancelled,12-07-2016,12:20:00,Afternoon,Tuesday,NA,NA,NA
5251,Airport,City,143,Cancelled,14-07-2016,21:17:00,Night,Thursday,NA,NA,NA
85,City,Aiport,144,Cancelled,11-07-2016,04:47:00,Early Morning,Monday,NA,NA,NA
459,City,Aiport,144,Cancelled,11-07-2016,09:17:00,Morning,Monday,NA,NA,NA
1507,City,Aiport,144,Cancelled,12-07-2016,05:44:00,Early Morning,Tuesday,NA,NA,NA
4231,City,Aiport,144,Cancelled,14-07-2016,05:56:00,Early Morning,Thursday,NA,NA,NA
4427,City,Aiport,144,Cancelled,14-07-2016,08:22:00,Morning,Thursday,NA,NA,NA
5640,City,Aiport,144,Cancelled,15-07-2016,06:42:00,Morning,Friday,NA,NA,NA
317,City,Aiport,145,Cancelled,11-07-2016,07:29:00,Morning,Monday,NA,NA,NA
5581,City,Aiport,145,Cancelled,15-07-2016,05:53:00,Early Morning,Friday,NA,NA,NA
6288,City,Aiport,145,Cancelled,15-07-2016,18:17:00,Evening,Friday,NA,NA,NA
1267,City,Aiport,146,Cancelled,11-07-2016,22:01:00,Night,Monday,NA,NA,NA
2026,Airport,City,146,Cancelled,12-07-2016,14:00:00,Afternoon,Tuesday,NA,NA,NA
2150,City,Aiport,146,Cancelled,12-07-2016,17:16:00,Evening,Tuesday,NA,NA,NA
2389,City,Aiport,146,Cancelled,12-07-2016,19:52:00,Evening,Tuesday,NA,NA,NA
954,Airport,City,147,Cancelled,11-07-2016,18:35:00,Evening,Monday,NA,NA,NA
2795,City,Aiport,147,Cancelled,13-07-2016,04:55:00,Early Morning,Wednesday,NA,NA,NA
4184,City,Aiport,147,Cancelled,14-07-2016,05:19:00,Early Morning,Thursday,NA,NA,NA
4563,City,Aiport,147,Cancelled,14-07-2016,09:46:00,Morning,Thursday,NA,NA,NA
774,Airport,City,148,Cancelled,11-07-2016,16:28:00,Evening,Monday,NA,NA,NA
2777,City,Aiport,148,Cancelled,13-07-2016,04:43:00,Early Morning,Wednesday,NA,NA,NA
2891,City,Aiport,148,Cancelled,13-07-2016,05:52:00,Early Morning,Wednesday,NA,NA,NA
6377,City,Aiport,148,Cancelled,15-07-2016,19:14:00,Evening,Friday,NA,NA,NA
1561,City,Aiport,149,Cancelled,12-07-2016,06:14:00,Morning,Tuesday,NA,NA,NA
1888,City,Aiport,149,Cancelled,12-07-2016,10:12:00,Morning,Tuesday,NA,NA,NA
4192,City,Aiport,149,Cancelled,14-07-2016,05:25:00,Early Morning,Thursday,NA,NA,NA
4455,City,Aiport,149,Cancelled,14-07-2016,08:33:00,Morning,Thursday,NA,NA,NA
4527,City,Aiport,149,Cancelled,14-07-2016,09:27:00,Morning,Thursday,NA,NA,NA
4575,City,Aiport,149,Cancelled,14-07-2016,09:54:00,Morning,Thursday,NA,NA,NA
1116,Airport,City,150,Cancelled,11-07-2016,20:25:00,Evening,Monday,NA,NA,NA
3061,City,Aiport,150,Cancelled,13-07-2016,07:53:00,Morning,Wednesday,NA,NA,NA
4431,City,Aiport,150,Cancelled,14-07-2016,08:23:00,Morning,Thursday,NA,NA,NA
227,Airport,City,151,Cancelled,11-07-2016,06:20:00,Morning,Monday,NA,NA,NA
1434,City,Aiport,151,Cancelled,12-07-2016,04:43:00,Early Morning,Tuesday,NA,NA,NA
3040,City,Aiport,151,Cancelled,13-07-2016,07:41:00,Morning,Wednesday,NA,NA,NA
4366,City,Aiport,152,Cancelled,14-07-2016,07:29:00,Morning,Thursday,NA,NA,NA
4594,City,Aiport,152,Cancelled,14-07-2016,10:07:00,Morning,Thursday,NA,NA,NA
358,City,Aiport,153,Cancelled,11-07-2016,08:00:00,Morning,Monday,NA,NA,NA
865,Airport,City,153,Cancelled,11-07-2016,17:58:00,Evening,Monday,NA,NA,NA
4822,Airport,City,153,Cancelled,14-07-2016,17:20:00,Evening,Thursday,NA,NA,NA
5290,Airport,City,153,Cancelled,14-07-2016,21:50:00,Night,Thursday,NA,NA,NA
1202,Airport,City,154,Cancelled,11-07-2016,21:20:00,Night,Monday,NA,NA,NA
2840,City,Aiport,154,Cancelled,13-07-2016,05:26:00,Early Morning,Wednesday,NA,NA,NA
5642,City,Aiport,154,Cancelled,15-07-2016,06:51:00,Morning,Friday,NA,NA,NA
5788,City,Aiport,154,Cancelled,15-07-2016,08:32:00,Morning,Friday,NA,NA,NA
5792,City,Aiport,154,Cancelled,15-07-2016,08:38:00,Morning,Friday,NA,NA,NA
1172,Airport,City,155,Cancelled,11-07-2016,20:49:00,Evening,Monday,NA,NA,NA
5860,City,Aiport,155,Cancelled,15-07-2016,09:13:00,Morning,Friday,NA,NA,NA
1245,Airport,City,156,Cancelled,11-07-2016,21:41:00,Night,Monday,NA,NA,NA
1544,City,Aiport,157,Cancelled,12-07-2016,06:04:00,Morning,Tuesday,NA,NA,NA
4287,City,Aiport,157,Cancelled,14-07-2016,06:33:00,Morning,Thursday,NA,NA,NA
4308,City,Aiport,157,Cancelled,14-07-2016,06:48:00,Morning,Thursday,NA,NA,NA
5577,City,Aiport,157,Cancelled,15-07-2016,05:55:00,Early Morning,Friday,NA,NA,NA
5760,City,Aiport,157,Cancelled,15-07-2016,08:14:00,Morning,Friday,NA,NA,NA
5855,City,Aiport,157,Cancelled,15-07-2016,09:06:00,Morning,Friday,NA,NA,NA
76,City,Aiport,158,Cancelled,11-07-2016,04:45:00,Early Morning,Monday,NA,NA,NA
366,City,Aiport,158,Cancelled,11-07-2016,08:04:00,Morning,Monday,NA,NA,NA
371,City,Aiport,158,Cancelled,11-07-2016,08:07:00,Morning,Monday,NA,NA,NA
3564,Airport,City,158,Cancelled,13-07-2016,18:18:00,Evening,Wednesday,NA,NA,NA
181,City,Aiport,159,Cancelled,11-07-2016,05:46:00,Early Morning,Monday,NA,NA,NA
1503,City,Aiport,159,Cancelled,12-07-2016,05:39:00,Early Morning,Tuesday,NA,NA,NA
1863,City,Aiport,159,Cancelled,12-07-2016,09:55:00,Morning,Tuesday,NA,NA,NA
175,City,Aiport,160,Cancelled,11-07-2016,05:45:00,Early Morning,Monday,NA,NA,NA
1749,City,Aiport,160,Cancelled,12-07-2016,08:33:00,Morning,Tuesday,NA,NA,NA
2781,City,Aiport,160,Cancelled,13-07-2016,04:42:00,Early Morning,Wednesday,NA,NA,NA
319,City,Aiport,161,Cancelled,11-07-2016,07:33:00,Morning,Monday,NA,NA,NA
439,City,Aiport,161,Cancelled,11-07-2016,08:55:00,Morning,Monday,NA,NA,NA
4201,City,Aiport,162,Cancelled,14-07-2016,05:32:00,Early Morning,Thursday,NA,NA,NA
736,City,Aiport,163,Cancelled,11-07-2016,15:27:00,Afternoon,Monday,NA,NA,NA
